fleet_id,record_type,timestamp,elapsed_time,trigger_channel,peak_valley_indicator,strain_gauge_1,strain_gauge_2,strain_gauge_3,strain_gauge_4,strain_gauge_5,strain_gauge_6,strain_gauge_7,strain_gauge_8,roll_acceleration,vertical_acceleration,airspeed,pressure_altitude,flap_position,elevator_position,left_aileron_position,retardant_tank_float,retardant_door_open,beacon_start_stop_recording,arm_retardant_tank_door,gear_up_and_locked,flight_id
6981,TR,58:44.2,696.19,10,P,174.71,-153.98,171.75,65.15,44.42,106.6,-23.69,14.81,-1.5,1.09,77.61,719.14,19.77,0.36,0.69,3030.01,0,1,0,0,103
6982,TR,58:44.3,696.29,10,V,139.18,-156.94,177.67,41.46,29.61,106.6,-133.25,-14.81,-0.52,0.93,79.81,746.48,19.78,0.28,0.63,3028.43,0,1,0,0,103
6983,TR,58:44.4,696.41,10,P,159.9,-159.9,174.71,44.42,11.84,106.6,-71.07,-41.46,-1.32,1.07,77.61,691.8,19.77,0.28,0.54,3030.01,0,1,0,0,103
6984,TR,58:44.5,696.46,10,V,153.98,-145.1,165.83,53.3,35.53,106.6,-109.56,-38.5,-0.54,0.92,77.61,637.11,19.79,0.28,0.66,3025.29,0,1,0,0,103
6985,TR,58:44.7,696.71,10,P,148.06,-151.02,168.79,38.5,23.69,103.64,-56.26,-38.5,-1.23,1.09,83.39,855.86,19.79,0.23,0.48,3030.01,0,1,0,0,103
6986,TR,58:44.9,696.91,10,V,142.14,-142.14,162.87,38.5,14.81,112.53,-118.45,-53.3,-0.7,0.9,88.62,719.14,19.78,0.26,0.33,3031.58,0,1,0,0,103
6987,TR,58:44.9,696.94,10,P,145.1,-153.98,168.79,35.53,2.96,115.49,-94.76,-71.07,-0.83,1.08,88.62,773.83,19.77,0.31,0.39,3030.01,0,1,0,0,103
6988,TR,58:45.0,696.99,10,V,156.94,-142.14,162.87,59.22,44.42,115.49,-23.69,-41.46,-0.59,0.89,86.14,719.14,19.77,0.31,0.42,3028.43,0,1,0,0,103
6989,TR,58:45.0,697.01,10,P,174.71,-151.02,165.83,71.07,32.57,109.56,-53.3,-44.42,-1.1,1.1,86.97,773.83,19.79,0.28,0.3,3030.01,0,1,0,0,103
6990,TR,58:45.1,697.06,10,V,156.94,-145.1,171.75,50.34,35.53,106.6,-103.64,-50.34,-0.45,0.9,87.52,719.14,19.78,0.28,0.42,3028.43,0,1,0,0,103
6991,TR,58:45.1,697.09,10,P,156.94,-165.83,180.63,53.3,14.81,109.56,-71.07,-44.42,-1.04,1.11,87.79,746.48,19.78,0.28,0.33,3026.86,0,1,0,0,103
6992,TR,58:45.1,697.11,10,V,153.98,-165.83,183.59,53.3,26.65,109.56,-41.46,-47.38,-0.96,0.99,88.62,719.14,19.78,0.1,0.3,3031.58,0,1,0,0,103
6993,TR,58:45.2,697.16,10,P,162.87,-145.1,162.87,56.26,23.69,118.45,-59.22,-59.22,-1.21,1.1,88.62,828.52,19.78,0.05,0.42,3028.43,0,1,0,0,103
6994,TR,58:45.2,697.19,10,V,151.02,-136.22,151.02,53.3,32.57,109.56,-76.99,-44.42,-0.8,0.93,88.62,773.83,19.77,0.08,0.36,3028.43,0,1,0,0,103
6995,TR,58:45.2,697.24,10,P,148.06,-153.98,177.67,35.53,2.96,103.64,-76.99,-41.46,-1.15,1.08,86.97,828.52,19.78,0.05,0.3,3031.58,0,1,0,0,103
6996,TR,58:45.3,697.34,10,V,162.87,-142.14,159.9,53.3,35.53,112.53,-97.72,-32.57,-0.67,0.93,86.42,719.14,19.78,0.2,0.3,3028.43,0,1,0,0,103
6997,TR,58:45.4,697.44,10,P,159.9,-165.83,180.63,53.3,26.65,106.6,-94.76,-29.61,-1.04,1.07,84.77,746.48,19.79,0.31,0.36,3030.01,0,1,0,0,103
6998,TR,58:45.5,697.49,10,V,148.06,-153.98,171.75,50.34,32.57,100.68,-94.76,-11.84,-0.6,0.93,87.52,719.14,19.79,0.31,0.33,3030.01,0,1,0,0,103
6999,TR,58:45.5,697.51,10,P,153.98,-159.9,171.75,50.34,20.73,97.72,-82.91,-17.77,-0.89,1.02,86.97,746.48,19.78,0.38,0.42,3028.43,0,1,0,0,103
7000,TR,58:45.6,697.56,10,V,133.25,-142.14,159.9,47.38,44.42,97.72,-97.72,2.96,-0.57,0.93,89.72,719.14,19.77,0.41,0.27,3028.43,0,1,0,0,103
7001,TR,58:45.7,697.66,10,P,156.94,-165.83,186.56,56.26,29.61,97.72,-97.72,-5.92,-1.26,1.13,88.62,801.17,19.78,0.33,0.33,3028.43,0,1,0,0,103
7002,TR,58:45.7,697.71,10,V,159.9,-171.75,192.48,53.3,29.61,115.49,-53.3,23.69,-0.4,0.96,86.42,746.48,19.78,0.23,0.51,3025.29,0,1,0,0,103
7003,TR,58:45.7,697.74,10,P,171.75,-177.67,195.44,56.26,11.84,115.49,-65.15,14.81,-1.37,1.12,86.42,746.48,19.78,0.18,0.51,3031.58,0,1,0,0,103
7004,TR,58:45.8,697.76,10,V,148.06,-165.83,186.56,56.26,44.42,112.53,-65.15,17.77,-1.03,0.97,88.62,746.48,19.77,0.13,0.39,3028.43,0,1,0,0,103
7005,TR,58:45.8,697.81,10,P,153.98,-177.67,192.48,44.42,8.88,97.72,-76.99,5.92,-1.34,1.13,88.62,883.2,19.77,0.05,0.57,3030.01,0,1,0,0,103
7006,TR,58:45.8,697.84,10,V,139.18,-151.02,168.79,50.34,44.42,85.87,-85.87,20.73,-0.63,0.87,89.72,773.83,19.77,0.08,0.6,3028.43,0,1,0,0,103
7007,TR,58:45.9,697.89,10,P,153.98,-162.87,177.67,56.26,14.81,94.76,-47.38,5.92,-1.32,1.1,88.9,691.8,19.78,0,0.57,3026.86,0,1,0,0,103
7008,TR,58:45.9,697.91,10,V,133.25,-151.02,168.79,56.26,44.42,97.72,-29.61,0,-0.8,0.89,87.52,801.17,19.79,0.03,0.69,3031.58,0,1,0,0,103
7009,TR,58:46.0,697.96,10,P,148.06,-171.75,192.48,50.34,11.84,115.49,-47.38,8.88,-1,1.11,85.87,719.14,19.75,-0.1,0.57,3031.58,0,1,0,0,103
7010,TR,58:46.0,697.99,10,V,156.94,-183.59,201.36,62.19,38.5,124.37,-94.76,0,-0.75,0.87,85.32,746.48,19.79,-0.23,0.81,3030.01,0,1,0,0,103
7011,TR,58:46.0,698.04,10,P,171.75,-177.67,198.4,88.84,62.19,118.45,-112.53,-11.84,-1.12,1.05,87.52,773.83,19.79,-0.18,0.57,3031.58,0,1,0,0,103
7012,TR,58:46.1,698.06,10,V,168.79,-171.75,189.52,82.91,74.03,115.49,-65.15,14.81,-0.86,0.89,86.42,691.8,19.78,-0.26,0.48,3028.43,0,1,0,0,103
7013,TR,58:46.1,698.09,10,P,168.79,-177.67,189.52,65.15,29.61,130.29,-41.46,11.84,-0.76,1.1,87.52,637.11,19.77,-0.33,0.66,3031.58,0,1,0,0,103
7014,TR,58:46.1,698.14,10,V,142.14,-165.83,186.56,47.38,32.57,130.29,-121.41,-29.61,-0.65,0.89,90.27,746.48,19.77,-0.41,0.48,3030.01,0,1,0,0,103
7015,TR,58:46.2,698.16,10,P,136.22,-156.94,177.67,53.3,26.65,124.37,-121.41,-23.69,-0.9,1.07,89.72,691.8,19.74,-0.33,0.51,3030.01,0,1,0,0,103
7016,TR,58:46.2,698.21,10,V,139.18,-124.37,145.1,53.3,41.46,106.6,-71.07,-38.5,-0.49,0.89,91.1,828.52,19.78,-0.23,0.6,3026.86,0,1,0,0,103
7017,TR,58:46.2,698.24,10,P,142.14,-142.14,162.87,44.42,2.96,94.76,-65.15,-47.38,-1.12,1.14,88.62,691.8,19.78,-0.23,0.33,3031.58,0,1,0,0,103
7018,TR,58:46.3,698.26,10,V,130.29,-148.06,171.75,44.42,17.77,94.76,-76.99,-35.53,-0.96,0.97,83.11,664.45,19.75,-0.13,0.33,3031.58,0,1,0,0,103
7019,TR,58:46.3,698.31,10,P,148.06,-165.83,183.59,59.22,26.65,133.25,-139.18,-44.42,-1.18,1.15,89.72,828.52,19.78,-0.05,0.57,3026.86,0,1,0,0,103
7020,TR,58:46.3,698.34,10,V,151.02,-156.94,174.71,65.15,47.38,148.06,-100.68,-56.26,-0.83,0.89,85.04,773.83,19.77,0.05,0.33,3026.86,0,1,0,0,103
7021,TR,58:46.4,698.39,10,P,165.83,-165.83,189.52,65.15,23.69,136.22,-65.15,-56.26,-1.02,1.13,89.72,801.17,19.79,0.1,0.48,3030.01,0,1,0,0,103
7022,TR,58:46.4,698.41,10,V,153.98,-168.79,186.56,62.19,47.38,127.33,-65.15,-59.22,-0.74,0.97,89.45,801.17,19.77,-0.03,0.36,3026.86,0,1,0,0,103
7023,TR,58:46.5,698.46,10,P,156.94,-165.83,177.67,71.07,38.5,115.49,-100.68,-97.72,-0.96,1.1,88.9,773.83,19.79,-0.1,0.39,3030.01,0,1,0,0,103
7024,TR,58:46.5,698.49,10,V,159.9,-151.02,168.79,62.19,38.5,127.33,-82.91,-76.99,-0.49,0.93,83.39,746.48,19.81,-0.15,0.39,3030.01,0,1,0,0,103
7025,TR,58:46.5,698.51,10,P,159.9,-142.14,168.79,65.15,26.65,133.25,-65.15,-65.15,-0.34,1.07,79.81,719.14,19.75,-0.18,0.36,3026.86,0,1,0,0,103
7026,TR,58:46.6,698.56,10,V,148.06,-165.83,183.59,53.3,38.5,127.33,-82.91,-68.11,-0.58,0.92,81.74,828.52,19.77,-0.33,0.27,3031.58,0,1,0,0,103
7027,TR,58:46.7,698.66,10,P,171.75,-177.67,189.52,88.84,41.46,130.29,-91.8,-97.72,-0.79,1.1,81.19,828.52,19.78,-0.38,0.12,3030.01,0,1,0,0,103
7028,TR,58:46.7,698.69,10,V,159.9,-177.67,192.48,76.99,56.26,136.22,-94.76,-106.6,-0.52,0.92,82.29,773.83,19.77,-0.41,0.06,3028.43,0,1,0,0,103
7029,TR,58:46.7,698.74,10,P,165.83,-171.75,186.56,88.84,47.38,136.22,-14.81,-71.07,-0.84,1.03,82.01,801.17,19.77,-0.43,-0.03,3031.58,0,1,0,0,103
7030,TR,58:46.8,698.76,10,V,156.94,-165.83,180.63,79.95,56.26,139.18,-35.53,-88.84,-0.59,0.92,84.49,883.2,19.75,-0.41,0.03,3028.43,0,1,0,0,103
7031,TR,58:46.8,698.81,10,P,159.9,-171.75,186.56,76.99,35.53,127.33,-133.25,-109.56,-0.73,1.08,84.49,855.86,19.77,-0.43,-0.12,3031.58,0,1,0,0,103
7032,TR,58:46.8,698.84,10,V,162.87,-171.75,186.56,71.07,47.38,133.25,-94.76,-85.87,-0.52,0.87,86.69,855.86,19.75,-0.49,0.09,3031.58,0,1,0,0,103
7033,TR,58:46.9,698.86,10,P,177.67,-165.83,180.63,79.95,35.53,136.22,-71.07,-97.72,-0.49,1.1,85.87,828.52,19.75,-0.38,-0.06,3031.58,0,1,0,0,103
7034,TR,58:46.9,698.91,10,V,159.9,-159.9,177.67,79.95,62.19,130.29,-65.15,-94.76,-0.44,0.85,90.82,855.86,19.77,-0.38,-0.15,3026.86,0,1,0,0,103
7035,TR,58:46.9,698.94,10,P,159.9,-177.67,192.48,74.03,29.61,127.33,-79.95,-85.87,-0.8,1.15,87.52,773.83,19.79,-0.41,0,3031.58,0,1,0,0,103
7036,TR,58:47.0,698.96,10,V,153.98,-168.79,189.52,68.11,44.42,124.37,-103.64,-94.76,-0.83,0.97,87.52,828.52,19.78,-0.36,-0.15,3030.01,0,1,0,0,103
7037,TR,58:47.0,699.01,10,P,171.75,-171.75,186.56,82.91,38.5,127.33,-88.84,-103.64,-0.68,1.15,89.72,773.83,19.77,-0.28,-0.18,3031.58,0,1,0,0,103
7038,TR,58:47.0,699.04,10,V,174.71,-165.83,189.52,76.99,53.3,127.33,-82.91,-76.99,-0.77,0.89,88.62,883.2,19.77,-0.33,-0.12,3028.43,0,1,0,0,103
7039,TR,58:47.1,699.09,10,P,168.79,-177.67,189.52,79.95,35.53,136.22,-76.99,-88.84,-0.85,1.06,86.42,746.48,19.81,-0.38,-0.27,3030.01,0,1,0,0,103
7040,TR,58:47.1,699.11,10,V,159.9,-165.83,183.59,71.07,53.3,136.22,-71.07,-109.56,-0.85,0.91,85.87,773.83,19.77,-0.41,-0.18,3031.58,0,1,0,0,103
7041,TR,58:47.5,699.49,10,P,174.71,-192.48,216.17,82.91,47.38,127.33,-76.99,-74.03,-1.08,1.09,90.27,746.48,19.77,-0.74,-0.15,3030.01,0,1,0,0,103
7042,TR,58:47.6,699.59,10,V,183.59,-177.67,195.44,71.07,47.38,121.41,-115.49,-53.3,-0.52,0.89,89.17,828.52,19.79,-0.79,-0.06,3026.86,0,1,0,0,103
7043,TR,58:47.6,699.61,10,P,186.56,-189.52,204.32,74.03,32.57,121.41,-145.1,-62.19,-0.74,0.99,86.69,773.83,19.77,-0.69,0.03,3028.43,0,1,0,0,103
7044,TR,58:47.7,699.66,10,V,189.52,-189.52,204.32,76.99,50.34,130.29,-82.91,-23.69,-0.65,0.86,90,773.83,19.77,-0.59,0.18,3026.86,0,1,0,0,103
7045,TR,58:47.7,699.69,10,P,189.52,-198.4,216.17,76.99,17.77,127.33,-38.5,0,-1.13,1.13,90.82,883.2,19.75,-0.54,0.18,3020.57,0,1,0,0,103
7046,TR,58:47.7,699.74,10,V,168.79,-201.36,228.01,50.34,29.61,139.18,-100.68,-8.88,-0.57,0.99,89.72,801.17,19.77,-0.61,0.33,3017.43,0,1,0,0,103
7047,TR,58:47.8,699.76,10,P,171.75,-201.36,225.05,71.07,23.69,127.33,-136.22,-26.65,-1.02,1.15,88.62,719.14,19.75,-0.64,0.42,3023.72,0,1,0,0,103
7048,TR,58:47.8,699.81,10,V,192.48,-177.67,198.4,74.03,47.38,124.37,-88.84,11.84,-0.8,0.9,87.52,828.52,19.77,-0.64,0.3,3017.43,0,1,0,0,103
7049,TR,58:47.8,699.84,10,P,198.4,-177.67,192.48,85.87,29.61,121.41,-88.84,8.88,-1.11,1.13,87.52,855.86,19.77,-0.56,0.42,3011.14,0,1,0,0,103
7050,TR,58:47.9,699.86,10,V,189.52,-183.59,204.32,65.15,41.46,121.41,-91.8,2.96,-1.23,0.9,88.62,773.83,19.78,-0.59,0.45,3017.43,0,1,0,0,103
7051,TR,58:47.9,699.91,10,P,168.79,-219.13,236.9,68.11,29.61,130.29,-121.41,32.57,-1.01,1.15,88.62,828.52,19.79,-0.64,0.45,3012.71,0,1,0,0,103
7052,TR,58:47.9,699.94,10,V,180.63,-225.05,251.7,53.3,35.53,142.14,-88.84,65.15,-1.47,0.91,87.79,801.17,19.77,-0.54,0.66,3009.57,0,1,0,0,103
7053,TR,58:48.0,699.96,10,P,186.56,-219.13,239.86,74.03,35.53,145.1,-76.99,59.22,-1.29,1.09,86.97,828.52,19.75,-0.51,0.63,3008,0,1,0,0,103
7054,TR,58:48.0,700.01,10,V,186.56,-189.52,219.13,56.26,35.53,115.49,-142.14,38.5,-1.22,0.88,88.62,773.83,19.78,-0.33,0.57,3008,0,1,0,0,103
7055,TR,58:48.0,700.04,10,P,174.71,-183.59,204.32,68.11,35.53,103.64,-127.33,50.34,-0.92,1.11,87.52,828.52,19.77,-0.26,0.63,3004.86,0,1,0,0,103
7056,TR,58:48.1,700.06,10,V,174.71,-189.52,210.25,50.34,32.57,106.6,-88.84,59.22,-1.1,0.94,89.17,828.52,19.78,-0.26,0.66,3000.14,0,1,0,0,103
7057,TR,58:48.1,700.11,10,P,162.87,-189.52,207.28,62.19,32.57,112.53,-71.07,56.26,-1.28,1.11,88.62,828.52,19.79,-0.33,0.6,3000.14,0,1,0,0,103
7058,TR,58:48.1,700.14,10,V,145.1,-189.52,213.21,41.46,29.61,112.53,-106.6,59.22,-1.19,0.91,89.45,828.52,19.79,-0.31,0.75,3000.14,0,1,0,0,103
7059,TR,58:48.2,700.16,10,P,145.1,-195.44,219.13,56.26,17.77,106.6,-121.41,71.07,-1.15,1.04,88.62,828.52,19.78,-0.38,0.75,2998.57,0,1,0,0,103
7060,TR,58:48.2,700.21,10,V,162.87,-204.32,230.97,50.34,26.65,112.53,-106.6,59.22,-1.18,0.92,90.82,855.86,19.77,-0.38,0.75,2992.28,0,1,0,0,103
7061,TR,58:48.2,700.24,10,P,192.48,-207.28,230.97,88.84,53.3,115.49,-85.87,47.38,-1.19,1.11,87.52,719.14,19.78,-0.33,0.69,2993.85,0,1,0,0,103
7062,TR,58:48.3,700.26,10,V,201.36,-201.36,225.05,85.87,71.07,130.29,-85.87,53.3,-1.1,0.98,88.62,746.48,19.79,-0.46,0.78,2997,0,1,0,0,103
7063,TR,58:48.4,700.36,10,P,180.63,-236.9,263.55,68.11,29.61,153.98,-94.76,44.42,-1.07,1.1,88.9,746.48,19.77,-0.46,0.66,3006.43,0,1,0,0,103
7064,TR,58:48.5,700.54,10,V,162.87,-192.48,213.21,56.26,38.5,139.18,-106.6,-2.96,-1,0.91,91.1,746.48,19.78,-0.77,0.66,3012.71,0,1,0,0,103
7065,TR,58:48.6,700.56,10,P,165.83,-204.32,228.01,71.07,26.65,142.14,-109.56,-5.92,-1.17,1.1,93.03,828.52,19.75,-0.79,0.69,3015.86,0,1,0,0,103
7066,TR,58:48.6,700.59,10,V,171.75,-204.32,230.97,68.11,44.42,142.14,-91.8,-5.92,-0.91,0.93,91.92,801.17,19.75,-0.82,0.66,3015.86,0,1,0,0,103
7067,TR,58:48.6,700.64,10,P,183.59,-195.44,216.17,85.87,44.42,136.22,-85.87,-26.65,-0.83,1.06,89.17,773.83,19.77,-0.82,0.57,3012.71,0,1,0,0,103
7068,TR,58:48.7,700.66,10,V,189.52,-192.48,213.21,76.99,47.38,145.1,-103.64,-38.5,-0.86,0.93,90.82,801.17,19.78,-0.92,0.54,3017.43,0,1,0,0,103
7069,TR,58:48.8,700.76,10,P,165.83,-195.44,216.17,71.07,26.65,133.25,-71.07,-29.61,-0.99,1.07,85.59,773.83,19.78,-0.89,0.36,3022.15,0,1,0,0,103
7070,TR,58:48.9,700.86,10,V,198.4,-198.4,222.09,79.95,44.42,153.98,-97.72,-53.3,-0.94,0.93,88.9,746.48,19.79,-0.84,0.42,3019,0,1,0,0,103
7071,TR,58:48.9,700.89,10,P,201.36,-198.4,213.21,109.56,56.26,162.87,-82.91,-68.11,-0.73,1.09,87.79,801.17,19.77,-0.82,0.21,3020.57,0,1,0,0,103
7072,TR,58:49.0,700.99,10,V,168.79,-195.44,225.05,68.11,29.61,151.02,-94.76,-59.22,-0.86,0.91,93.3,719.14,19.75,-0.77,0.12,3023.72,0,1,0,0,103
7073,TR,58:49.1,701.09,10,P,174.71,-168.79,195.44,82.91,41.46,145.1,-139.18,-65.15,-0.53,1.04,86.42,746.48,19.79,-0.74,0,3023.72,0,1,0,0,103
7074,TR,58:49.1,701.11,10,V,186.56,-177.67,201.36,74.03,32.57,151.02,-118.45,-50.34,-0.47,0.93,88.62,691.8,19.77,-0.74,0.09,3019,0,1,0,0,103
7075,TR,58:49.2,701.21,10,P,177.67,-198.4,222.09,88.84,41.46,151.02,-97.72,-76.99,-0.94,1.09,90.82,746.48,19.75,-0.74,-0.03,3022.15,0,1,0,0,103
7076,TR,58:49.3,701.26,10,V,186.56,-192.48,222.09,74.03,29.61,151.02,-159.9,-91.8,-0.77,0.9,91.92,637.11,19.75,-0.66,0,3022.15,0,1,0,0,103
7077,TR,58:49.4,701.41,10,P,165.83,-189.52,216.17,76.99,35.53,151.02,-165.83,-79.95,-0.78,1.12,90.27,855.86,19.78,-0.66,-0.12,3022.15,0,1,0,0,103
7078,TR,58:49.5,701.46,10,V,177.67,-192.48,222.09,79.95,50.34,151.02,-88.84,-59.22,-1.15,0.94,89.45,719.14,19.77,-0.64,-0.24,3020.57,0,1,0,0,103
7079,TR,58:49.5,701.49,10,P,189.52,-189.52,219.13,91.8,50.34,162.87,-76.99,-62.19,-0.72,1.1,85.87,691.8,19.77,-0.61,-0.27,3022.15,0,1,0,0,103
7080,TR,58:49.5,701.51,10,V,201.36,-189.52,219.13,71.07,38.5,165.83,-124.37,-59.22,-0.92,0.93,87.52,719.14,19.78,-0.64,-0.15,3022.15,0,1,0,0,103
7081,TR,58:49.6,701.61,10,P,189.52,-189.52,204.32,100.68,47.38,151.02,-62.19,-71.07,-0.62,1.1,87.52,801.17,19.77,-0.64,-0.24,3019,0,1,0,0,103
7082,TR,58:51.4,703.44,10,V,171.75,-207.28,233.93,88.84,59.22,156.94,-162.87,-53.3,-0.71,0.94,92.2,719.14,19.78,-1.35,0.57,3023.72,0,1,0,0,103
7083,TR,58:52.1,704.06,10,P,222.09,-213.21,242.82,106.6,47.38,171.75,-142.14,-85.87,-1.09,1.13,90.27,637.11,19.78,-1.15,0.15,3028.43,0,1,0,0,103
7084,TR,58:52.1,704.09,10,V,198.4,-201.36,230.97,100.68,71.07,165.83,-97.72,-97.72,-0.71,0.92,89.17,719.14,19.78,-1.23,0.21,3022.15,0,1,0,0,103
7085,TR,58:52.1,704.14,10,P,213.21,-204.32,230.97,88.84,26.65,171.75,-103.64,-94.76,-1.29,1.11,88.9,609.77,19.77,-1.33,0.06,3022.15,0,1,0,0,103
7086,TR,58:52.2,704.16,10,V,198.4,-195.44,230.97,97.72,62.19,159.9,-145.1,-85.87,-0.62,0.93,90.27,691.8,19.77,-1.43,0.27,3022.15,0,1,0,0,103
7087,PE,58:52.2,704.18,,,198.4,-195.44,230.97,97.72,62.19,159.9,-145.1,-85.87,-0.62,0.93,90.27,691.8,19.77,-1.43,0.27,3022.15,0,1,0,0,103
7088,TR,58:52.5,704.49,10,P,233.93,-251.7,278.35,91.8,41.46,189.52,-97.72,29.61,-1.23,1.06,90,746.48,19.79,-1.35,0.51,3023.72,0,1,0,0,103
7089,TR,58:53.0,704.99,10,V,201.36,-230.97,251.7,112.53,65.15,153.98,-121.41,56.26,-0.99,0.91,97.98,691.8,19.79,-1.38,0.87,2990.71,0,1,0,0,103
7090,TR,58:54.5,706.46,10,P,251.7,-245.78,272.43,121.41,74.03,177.67,-130.29,-41.46,-0.93,1.08,53.38,855.86,19.77,-1.61,0.54,3003.28,0,1,0,0,103
7091,TR,58:54.6,706.56,10,V,228.01,-263.55,290.2,121.41,71.07,159.9,-165.83,47.38,-1.12,0.9,77.88,801.17,19.79,-1.61,0.69,2973.42,0,1,0,0,103
7092,TR,58:54.7,706.66,10,P,266.51,-284.28,313.89,124.37,65.15,177.67,-159.9,79.95,-1.35,1.08,78.71,691.8,19.75,-1.51,0.66,2946.7,0,1,0,0,103
7093,TR,58:55.2,707.19,10,V,225.05,-260.59,281.31,124.37,82.91,156.94,-174.71,56.26,-1.27,0.91,88.9,746.48,19.79,-1.58,0.75,3014.29,0,1,0,0,103
7094,TR,58:55.5,707.51,10,P,228.01,-260.59,290.2,118.45,59.22,180.63,-145.1,-35.53,-1.05,1.07,101.01,746.48,19.77,-1.64,0.81,3022.15,0,1,0,0,103
7095,TR,58:55.7,707.69,10,V,222.09,-257.62,290.2,121.41,62.19,183.59,-153.98,-38.5,-1.07,0.93,99.36,828.52,19.77,-1.46,0.72,3017.43,0,1,0,0,103
7096,TR,58:56.1,708.06,10,P,239.86,-248.74,287.24,109.56,41.46,210.25,-124.37,-32.57,-0.91,1.07,66.59,855.86,19.78,-2.2,0.63,3023.72,0,1,0,0,103
7097,TR,58:56.3,708.26,10,V,213.21,-278.35,305,139.18,94.76,195.44,-189.52,-38.5,-0.46,0.93,77.61,719.14,19.79,-3.14,0.39,3022.15,0,1,0,0,103
7098,TR,58:57.4,709.41,10,P,364.23,-367.19,396.8,228.01,148.06,340.54,-302.04,-2.96,-0.57,1.1,104.32,883.2,19.78,-9.56,0.15,3015.86,0,1,0,0,103
7099,TR,58:57.4,709.44,10,V,376.07,-379.03,408.65,207.28,121.41,340.54,-260.59,-17.77,-1.12,0.98,100.18,883.2,19.77,-9.58,0.24,3011.14,0,1,0,0,103
7100,TR,58:57.5,709.49,10,P,379.03,-381.99,414.57,222.09,136.22,328.69,-334.62,-2.96,-0.84,1.11,97.71,910.55,19.77,-9.63,0.27,3011.14,0,1,0,0,103
7101,TR,58:57.5,709.51,10,V,370.15,-379.03,411.61,230.97,151.02,305,-355.34,2.96,-1.05,0.97,96.61,883.2,19.75,-9.76,0.27,3014.29,0,1,0,0,103
7102,TR,58:57.6,709.56,10,P,390.88,-379.03,414.57,222.09,133.25,319.81,-316.85,14.81,-0.7,1.1,102.11,828.52,19.77,-9.89,0.24,3014.29,0,1,0,0,103
7103,TR,58:57.8,709.81,10,V,444.18,-426.41,453.06,302.04,198.4,364.23,-228.01,11.84,-0.9,0.93,104.32,746.48,19.77,-10.27,0.27,3022.15,0,1,0,0,103
7104,TR,58:59.3,711.34,10,P,678.11,-550.78,583.36,485.64,352.38,571.51,-165.83,-23.69,-0.95,1.16,76.23,883.2,19.78,-9.35,-0.27,3025.29,0,1,0,0,103
7105,TR,58:59.9,711.91,10,V,618.89,-509.33,530.05,441.22,302.04,521.17,-162.87,-56.26,-0.78,1.04,111.2,883.2,19.78,-8.35,-0.21,3023.72,0,1,0,0,103
7106,TR,59:00.7,712.66,10,P,749.18,-615.93,648.5,538.94,381.99,624.81,-210.25,-2.96,-1.05,1.2,55.58,855.86,19.77,-7.36,0.39,3028.43,0,1,0,0,103
7107,TR,59:00.8,712.84,10,V,633.7,-521.17,547.82,458.99,325.73,518.21,-165.83,-14.81,-0.83,1.06,78.43,910.55,19.75,-7.23,0.69,3026.86,0,1,0,0,103
7108,TR,59:01.0,712.99,10,P,716.61,-604.08,636.66,515.25,355.34,604.08,-115.49,2.96,-1.22,1.18,85.87,1019.92,19.78,-6.82,0.63,3028.43,0,1,0,0,103
7109,TR,59:01.1,713.14,10,V,678.11,-574.47,612.97,497.48,361.27,586.32,-168.79,5.92,-0.71,1.1,82.29,883.2,19.77,-6.39,0.54,3028.43,0,1,0,0,103
7110,TR,59:01.2,713.24,10,P,731.42,-610.01,642.58,533.02,387.92,604.08,-94.76,23.69,-0.95,1.17,84.21,992.58,19.77,-5.95,0.6,3022.15,0,1,0,0,103
7111,TR,59:05.0,716.96,10,V,568.55,-527.09,562.63,432.34,310.93,479.71,-159.9,-53.3,-0.89,0.89,93.58,992.58,19.79,-2.89,1.77,3031.58,0,1,0,0,103
7112,TR,59:05.1,717.07,20, ,592.24,-509.33,553.74,411.61,275.39,506.37,-174.71,-121.41,-0.55,0.98,80.91,965.23,19.78,-2.89,1.71,3030.01,0,1,0,1,103
7113,PE,59:07.2,719.18,,,595.2,-550.78,592.24,429.37,305,503.4,-151.02,-41.46,-1.06,0.98,88.62,1129.3,19.77,-2.71,1.32,3031.58,0,1,0,1,103
7114,TR,59:07.6,719.59,10,P,639.62,-574.47,607.05,447.14,313.89,533.02,-153.98,-17.77,-0.87,1.05,21.44,1074.61,19.79,-2.76,1.2,3026.86,0,1,0,1,103
7115,TR,59:08.7,720.71,10,V,541.9,-509.33,533.02,396.8,284.28,453.06,-118.45,-5.92,-0.72,0.86,13.18,1047.27,17.68,-2.99,0.96,3028.43,0,1,0,1,103
7116,TR,59:10.5,722.54,10,P,624.81,-533.02,559.67,456.02,325.73,533.02,-71.07,-47.38,-0.55,0.99,97.98,1183.98,11.87,-3.7,-1.61,3030.01,0,1,0,1,103
7117,TR,59:11.8,723.84,10,V,589.28,-509.33,535.98,456.02,349.42,503.4,-65.15,11.84,-0.9,0.89,47.59,1238.67,8.43,-4.57,0.54,3031.58,0,1,0,1,103
7118,TR,59:18.6,730.61,10,P,704.77,-604.08,621.85,527.09,390.88,601.12,-65.15,-32.57,-0.94,1.08,13.73,1211.33,8.45,-4.73,0.12,3028.43,0,1,0,1,103
